L_vals P_e P_mu P_tau Sum
0.0 1.0 4.098860404142135e-31 7.89294239458499e-31 1.0
1.001001001001001 0.9913992702817271 0.004255455630823791 0.00434527408744885 0.9999999999999998
2.002002002002002 0.9689212310279077 0.015073262924034055 0.016005506048057536 0.9999999999999993
3.0030030030030033 0.9412418887259086 0.02824033528810907 0.03051777598598168 0.9999999999999994
4.004004004004004 0.9190057352018008 0.039111204278318136 0.04188306051988018 0.9999999999999992
5.005005005005005 0.9106757386285862 0.044142742716956715 0.04518151865445612 0.999999999999999
6.0060060060060065 0.9192357723198535 0.04192789871714209 0.03883632896300348 0.9999999999999991
7.007007007007008 0.9410312699628023 0.03345742484535137 0.025511305191846308 1.0
8.008008008008009 0.9671989222636225 0.021616641053194947 0.01118443668318266 1.0
9.00900900900901 0.9871258284613298 0.010158082147151042 0.0027160893915194285 1.0000000000000002
10.01001001001001 0.9925872592993851 0.0025137423299321083 0.004898998370683359 1.0000000000000004
11.011011011011012 0.9809487812033204 0.0008056038317670991 0.018245614964912855 1.0000000000000004
12.012012012012013 0.956185254807004 0.0053078865945527486 0.03850685859844375 1.0000000000000004
13.013013013013014 0.9273223138643121 0.014460673502586993 0.05821701263310087 0.9999999999999999
14.014014014014016 0.9049117914448688 0.02538375098564202 0.06970445756948906 0.9999999999999999
15.015015015015017 0.8969184066028986 0.03472609096921083 0.06835550242789076 1.0000000000000002
16.016016016016017 0.9056223277096588 0.039623588661302056 0.05475408362903953 1.0000000000000002
17.017017017017018 0.9267431586435354 0.038524080206082924 0.03473276115038204 1.0000000000000004
18.01801801801802 0.9511222851841662 0.031668710915407856 0.017209003900426928 1.000000000000001
19.01901901901902 0.9683022085735985 0.021088940541587203 0.010608850884815765 1.0000000000000013
20.02002002002002 0.9706032874196248 0.0100857205599268 0.019310992020449804 1.0000000000000013
21.021021021021024 0.9561076816676161 0.0022908577053278424 0.04160146062705787 1.0000000000000018
22.022022022022025 0.9293903583498863 0.0005442372525195877 0.07006540439759569 1.0000000000000016
23.023023023023026 0.8997184686635281 0.005913395560996849 0.09436813577547638 1.0000000000000013
24.024024024024026 0.8774281818637191 0.017189695426040326 0.10538212271024197 1.0000000000000013
25.025025025025027 0.8698965099983895 0.031090974528904552 0.09901251547270752 1.0000000000000016
26.026026026026027 0.8786791932315189 0.043193751866724334 0.07812705490175906 1.0000000000000022
27.027027027027028 0.8989261002038806 0.04936344750521142 0.051710452290910265 1.0000000000000022
28.028028028028032 0.9212940444431605 0.04723659798390143 0.03146935757294089 1.0000000000000029
29.029029029029033 0.935602624248951 0.037226132869188765 0.02717124288186344 1.000000000000003
30.030030030030034 0.9348019986320683 0.0226255973819239 0.04257240398601183 1.000000000000004
31.031031031031034 0.9177053273132249 0.008670730359943264 0.07362394232683556 1.0000000000000036
32.032032032032035 0.8894261898426179 0.0007929765485739685 0.10978083360881177 1.0000000000000038
33.033033033033036 0.8593601656013343 0.0026341091990044353 0.13800572519966509 1.0000000000000038
34.034034034034036 0.8375076659283348 0.014546187279387994 0.1479461467922806 1.0000000000000033
35.03503503503504 0.8305781812981876 0.033192529361578724 0.13622928934023773 1.000000000000004
36.03603603603604 0.8393948378569522 0.052504908203528926 0.10810025393952337 1.0000000000000044
37.03703703703704 0.8586043015808804 0.0657542255621813 0.07564147285694334 1.0000000000000049
38.03803803803804 0.8787937219087338 0.06803905965000716 0.05316721844126453 1.0000000000000056
39.03903903903904 0.8901777270084238 0.05827249944751636 0.05154977354406569 1.0000000000000058
40.04004004004004 0.8864107706305857 0.03986320085532125 0.07372602851409937 1.0000000000000062
41.04104104104105 0.8670387969633794 0.019727016514405442 0.11323418652222174 1.0000000000000067
42.04204204204205 0.8376424931037219 0.005885166939847002 0.15647233995643764 1.0000000000000064
43.04304304304305 0.807629358019662 0.0044738906944719 0.187896751285873 1.0000000000000069
44.04404404404405 0.7865484868666374 0.017280052144020997 0.19617146098934843 1.0000000000000067
45.04504504504505 0.7803727248013951 0.04079147718720639 0.17883579801140567 1.000000000000007
46.04604604604605 0.7891969922925373 0.06722868722674934 0.14357432048072125 1.0000000000000078
47.04704704704705 0.8072407678325669 0.08728385741008361 0.10547537475735785 1.0000000000000084
48.04804804804805 0.82513903200512 0.09361022412747085 0.08125074386741792 1.0000000000000087
49.04904904904905 0.8336140212263349 0.0837535810779678 0.08263239769570672 1.0000000000000093
50.050050050050054 0.8270877945522102 0.061356544947738095 0.11155566050006156 1.0000000000000098
51.051051051051054 0.8058282869765806 0.035071548929934575 0.15910016409349492 1.0000000000000102
52.052052052052055 0.7758028119874675 0.015479812191510458 0.20871737582103222 1.0000000000000102
